,parent_x,child_x,group_x,compare,parent_y,child_y,group_y
398,collapse,distributive_shock,660,collapsedistributive_shock660,collapse,distributive_shock,660.0
399,collapse,algidity,660,collapsealgidity660,collapse,algidity,660.0
400,collapse,shock,660,collapseshock660,collapse,shock,660.0
401,collapse,neurasthenia,660,collapseneurasthenia660,collapse,neurasthenia,660.0
402,collapse,nervous_breakdown,660,collapsenervous_breakdown660,collapse,nervous_breakdown,660.0
403,collapse,heatstroke,660,collapseheatstroke660,collapse,heatstroke,660.0
404,collapse,hypovolemic_shock,660,collapsehypovolemic_shock660,collapse,hypovolemic_shock,660.0
405,collapse,sunstroke,660,collapsesunstroke660,collapse,sunstroke,660.0
406,collapse,cardiogenic_shock,660,collapsecardiogenic_shock660,collapse,cardiogenic_shock,660.0
407,collapse,insulin_shock,660,collapseinsulin_shock660,collapse,insulin_shock,660.0
408,collapse,obstructive_shock,660,collapseobstructive_shock660,collapse,obstructive_shock,660.0
409,collapse,breakdown,660,collapsebreakdown660,collapse,breakdown,660.0
410,collapse,nervous_exhaustion,660,collapsenervous_exhaustion660,collapse,nervous_exhaustion,660.0
411,heatstroke,heat_exhaustion,660,heatstrokeheat_exhaustion660,heatstroke,heat_exhaustion,660.0
412,heatstroke,sunstroke,660,heatstrokesunstroke660,heatstroke,sunstroke,660.0
413,shock,distributive_shock,660,shockdistributive_shock660,shock,distributive_shock,660.0
414,shock,hypovolemic_shock,660,shockhypovolemic_shock660,shock,hypovolemic_shock,660.0
415,shock,cardiogenic_shock,660,shockcardiogenic_shock660,shock,cardiogenic_shock,660.0
416,shock,insulin_shock,660,shockinsulin_shock660,shock,insulin_shock,660.0
417,shock,obstructive_shock,660,shockobstructive_shock660,shock,obstructive_shock,660.0
418,nervous_breakdown,neurasthenia,660,nervous_breakdownneurasthenia660,,,
419,nervous_breakdown,nervous_exhaustion,660,nervous_breakdownnervous_exhaustion660,,,
420,breakdown,neurasthenia,660,breakdownneurasthenia660,,,
421,breakdown,nervous_breakdown,660,breakdownnervous_breakdown660,breakdown,nervous_breakdown,660.0
422,breakdown,nervous_exhaustion,660,breakdownnervous_exhaustion660,,,
423,calculator,adder,661,calculatoradder661,calculator,adder,661.0
424,calculator,Napier's_bones,661,calculatorNapier's_bones661,calculator,Napier's_bones,661.0
425,calculator,adding_machine,661,calculatoradding_machine661,calculator,adding_machine,661.0
426,calculator,hand_calculator,661,calculatorhand_calculator661,calculator,hand_calculator,661.0
427,calculator,abacus,661,calculatorabacus661,calculator,abacus,661.0
428,calculator,pulse_counter,661,calculatorpulse_counter661,calculator,pulse_counter,661.0
429,calculator,scaler,661,calculatorscaler661,calculator,scaler,661.0
430,calculator,counter,661,calculatorcounter661,calculator,counter,661.0
431,calculator,quipu,661,calculatorquipu661,calculator,quipu,661.0
432,calculator,subtracter,661,calculatorsubtracter661,calculator,subtracter,661.0
433,pulse_counter,scaler,661,pulse_counterscaler661,,,
434,counter,pulse_counter,661,counterpulse_counter661,counter,pulse_counter,661.0
435,counter,scaler,661,counterscaler661,,,
436,prosthesis,heart_valve,662,prosthesisheart_valve662,prosthesis,heart_valve,662.0
437,prosthesis,artificial_heart,662,prosthesisartificial_heart662,prosthesis,artificial_heart,662.0
438,prosthesis,peg,662,prosthesispeg662,prosthesis,peg,662.0
439,prosthesis,multifocal_lens_implant,662,prosthesismultifocal_lens_implant662,prosthesis,multifocal_lens_implant,662.0
440,prosthesis,implant,662,prosthesisimplant662,prosthesis,implant,662.0
441,prosthesis,shunt,662,prosthesisshunt662,prosthesis,shunt,662.0
442,prosthesis,Jarvik_heart,662,prosthesisJarvik_heart662,prosthesis,Jarvik_heart,662.0
443,prosthesis,penile_implant,662,prosthesispenile_implant662,prosthesis,penile_implant,662.0
444,prosthesis,breast_implant,662,prosthesisbreast_implant662,prosthesis,breast_implant,662.0
445,prosthesis,obturator,662,prosthesisobturator662,prosthesis,obturator,662.0
446,prosthesis,glass_eye,662,prosthesisglass_eye662,prosthesis,glass_eye,662.0
447,prosthesis,accommodating_lens_implant,662,prosthesisaccommodating_lens_implant662,prosthesis,accommodating_lens_implant,662.0
448,prosthesis,artificial_joint,662,prosthesisartificial_joint662,prosthesis,artificial_joint,662.0
449,prosthesis,monofocal_lens_implant,662,prosthesismonofocal_lens_implant662,prosthesis,monofocal_lens_implant,662.0
450,prosthesis,lens_implant,662,prosthesislens_implant662,prosthesis,lens_implant,662.0
451,prosthesis,dental_implant,662,prosthesisdental_implant662,prosthesis,dental_implant,662.0
452,implant,heart_valve,662,implantheart_valve662,,,
453,implant,artificial_heart,662,implantartificial_heart662,,,
454,implant,multifocal_lens_implant,662,implantmultifocal_lens_implant662,,,
455,implant,shunt,662,implantshunt662,,,
456,implant,Jarvik_heart,662,implantJarvik_heart662,,,
457,implant,penile_implant,662,implantpenile_implant662,,,
458,implant,breast_implant,662,implantbreast_implant662,,,
459,implant,accommodating_lens_implant,662,implantaccommodating_lens_implant662,,,
460,implant,artificial_joint,662,implantartificial_joint662,,,
461,implant,monofocal_lens_implant,662,implantmonofocal_lens_implant662,,,
462,implant,lens_implant,662,implantlens_implant662,,,
463,implant,dental_implant,662,implantdental_implant662,,,
464,artificial_heart,Jarvik_heart,662,artificial_heartJarvik_heart662,,,
465,lens_implant,multifocal_lens_implant,662,lens_implantmultifocal_lens_implant662,,,
466,lens_implant,accommodating_lens_implant,662,lens_implantaccommodating_lens_implant662,,,
467,lens_implant,monofocal_lens_implant,662,lens_implantmonofocal_lens_implant662,,,
468,Skye_terrier,Clydesdale_terrier,663,Skye_terrierClydesdale_terrier663,,,
469,terrier,Clydesdale_terrier,663,terrierClydesdale_terrier663,terrier,Clydesdale_terrier,663.0
470,terrier,Kerry_blue_terrier,663,terrierKerry_blue_terrier663,terrier,Kerry_blue_terrier,663.0
471,terrier,Australian_terrier,663,terrierAustralian_terrier663,terrier,Australian_terrier,663.0
472,terrier,Tibetan_terrier,663,terrierTibetan_terrier663,terrier,Tibetan_terrier,663.0
473,terrier,Bedlington_terrier,663,terrierBedlington_terrier663,terrier,Bedlington_terrier,663.0
474,terrier,bullterrier,663,terrierbullterrier663,terrier,bullterrier,663.0
475,terrier,Airedale,663,terrierAiredale663,terrier,Airedale,663.0
476,terrier,soft-coated_wheaten_terrier,663,terriersoft-coated_wheaten_terrier663,terrier,soft-coated_wheaten_terrier,663.0
477,terrier,cairn,663,terriercairn663,terrier,cairn,663.0
478,terrier,West_Highland_white_terrier,663,terrierWest_Highland_white_terrier663,terrier,West_Highland_white_terrier,663.0
479,terrier,silky_terrier,663,terriersilky_terrier663,terrier,silky_terrier,663.0
480,terrier,giant_schnauzer,663,terriergiant_schnauzer663,terrier,giant_schnauzer,663.0
481,terrier,Scotch_terrier,663,terrierScotch_terrier663,terrier,Scotch_terrier,663.0
482,terrier,wire-haired_fox_terrier,663,terrierwire-haired_fox_terrier663,terrier,wire-haired_fox_terrier,663.0
483,terrier,American_Staffordshire_terrier,663,terrierAmerican_Staffordshire_terrier663,terrier,American_Staffordshire_terrier,663.0
484,terrier,smooth-haired_fox_terrier,663,terriersmooth-haired_fox_terrier663,terrier,smooth-haired_fox_terrier,663.0
485,terrier,Skye_terrier,663,terrierSkye_terrier663,terrier,Skye_terrier,663.0
486,terrier,Norwich_terrier,663,terrierNorwich_terrier663,terrier,Norwich_terrier,663.0
487,terrier,Staffordshire_bullterrier,663,terrierStaffordshire_bullterrier663,terrier,Staffordshire_bullterrier,663.0
488,terrier,Manchester_terrier,663,terrierManchester_terrier663,terrier,Manchester_terrier,663.0
489,terrier,Dandie_Dinmont,663,terrierDandie_Dinmont663,terrier,Dandie_Dinmont,663.0
490,terrier,schnauzer,663,terrierschnauzer663,terrier,schnauzer,663.0
491,terrier,Lhasa,663,terrierLhasa663,terrier,Lhasa,663.0
492,terrier,Border_terrier,663,terrierBorder_terrier663,terrier,Border_terrier,663.0
493,terrier,standard_schnauzer,663,terrierstandard_schnauzer663,terrier,standard_schnauzer,663.0
494,terrier,Yorkshire_terrier,663,terrierYorkshire_terrier663,terrier,Yorkshire_terrier,663.0
495,terrier,toy_Manchester,663,terriertoy_Manchester663,terrier,toy_Manchester,663.0
496,terrier,Boston_bull,663,terrierBoston_bull663,terrier,Boston_bull,663.0
497,terrier,fox_terrier,663,terrierfox_terrier663,terrier,fox_terrier,663.0
498,terrier,Welsh_terrier,663,terrierWelsh_terrier663,terrier,Welsh_terrier,663.0
499,terrier,rat_terrier,663,terrierrat_terrier663,terrier,rat_terrier,663.0
500,terrier,Norfolk_terrier,663,terrierNorfolk_terrier663,terrier,Norfolk_terrier,663.0
501,terrier,Irish_terrier,663,terrierIrish_terrier663,terrier,Irish_terrier,663.0
502,terrier,miniature_schnauzer,663,terrierminiature_schnauzer663,terrier,miniature_schnauzer,663.0
503,terrier,wirehair,663,terrierwirehair663,terrier,wirehair,663.0
504,terrier,Sealyham_terrier,663,terrierSealyham_terrier663,terrier,Sealyham_terrier,663.0
505,terrier,Lakeland_terrier,663,terrierLakeland_terrier663,terrier,Lakeland_terrier,663.0
506,bullterrier,American_Staffordshire_terrier,663,bullterrierAmerican_Staffordshire_terrier663,,,
507,bullterrier,Staffordshire_bullterrier,663,bullterrierStaffordshire_bullterrier663,bullterrier,Staffordshire_bullterrier,663.0
508,schnauzer,giant_schnauzer,663,schnauzergiant_schnauzer663,schnauzer,giant_schnauzer,663.0
509,schnauzer,standard_schnauzer,663,schnauzerstandard_schnauzer663,schnauzer,standard_schnauzer,663.0
510,schnauzer,miniature_schnauzer,663,schnauzerminiature_schnauzer663,schnauzer,miniature_schnauzer,663.0
511,fox_terrier,wire-haired_fox_terrier,663,fox_terrierwire-haired_fox_terrier663,,,
512,fox_terrier,smooth-haired_fox_terrier,663,fox_terriersmooth-haired_fox_terrier663,,,
513,Manchester_terrier,toy_Manchester,663,Manchester_terriertoy_Manchester663,,,
514,rat_terrier,Manchester_terrier,663,rat_terrierManchester_terrier663,,,
515,rat_terrier,toy_Manchester,663,rat_terriertoy_Manchester663,,,
516,Welsh_terrier,Sealyham_terrier,663,Welsh_terrierSealyham_terrier663,,,
517,wirehair,Welsh_terrier,663,wirehairWelsh_terrier663,,,
518,wirehair,Sealyham_terrier,663,wirehairSealyham_terrier663,,,
519,wirehair,Lakeland_terrier,663,wirehairLakeland_terrier663,,,
520,plagioclase,anorthite,664,plagioclaseanorthite664,,,
521,plagioclase,albite,664,plagioclasealbite664,,,
522,spar,anorthite,664,sparanorthite664,spar,anorthite,664.0
523,spar,chalk,664,sparchalk664,spar,chalk,664.0
524,spar,moonstone,664,sparmoonstone664,spar,moonstone,664.0
525,spar,feldspar,664,sparfeldspar664,spar,feldspar,664.0
526,spar,Iceland_spar,664,sparIceland_spar664,spar,Iceland_spar,664.0
527,spar,orthoclase,664,sparorthoclase664,,,
528,spar,alabaster,664,sparalabaster664,spar,alabaster,664.0
529,spar,calcite,664,sparcalcite664,,,
530,spar,albite,664,sparalbite664,,,
531,spar,plagioclase,664,sparplagioclase664,,,
532,feldspar,anorthite,664,feldsparanorthite664,,,
533,feldspar,moonstone,664,feldsparmoonstone664,,,
534,feldspar,orthoclase,664,feldsparorthoclase664,,,
535,feldspar,albite,664,feldsparalbite664,,,
536,feldspar,plagioclase,664,feldsparplagioclase664,,,
537,calcite,chalk,664,calcitechalk664,calcite,chalk,664.0
538,calcite,Iceland_spar,664,calciteIceland_spar664,calcite,Iceland_spar,664.0
539,calcite,alabaster,664,calcitealabaster664,calcite,alabaster,664.0
540,government,Downing_Street,665,governmentDowning_Street665,government,Downing_Street,665.0
541,government,Porte,665,governmentPorte665,government,Porte,665.0
542,government,authoritarian_state,665,governmentauthoritarian_state665,government,authoritarian_state,665.0
543,government,court,665,governmentcourt665,government,court,665.0
544,government,United_States_government,665,governmentUnited_States_government665,government,United_States_government,665.0
545,government,bureaucracy,665,governmentbureaucracy665,government,bureaucracy,665.0
546,government,municipal_government,665,governmentmunicipal_government665,government,municipal_government,665.0
547,government,empire,665,governmentempire665,government,empire,665.0
548,government,totalitarian_state,665,governmenttotalitarian_state665,government,totalitarian_state,665.0
549,government,puppet_government,665,governmentpuppet_government665,government,puppet_government,665.0
550,government,palace,665,governmentpalace665,government,palace,665.0
551,government,government-in-exile,665,governmentgovernment-in-exile665,government,government-in-exile,665.0
552,government,commission_plan,665,governmentcommission_plan665,government,commission_plan,665.0
553,government,Court_of_Saint_James's,665,governmentCourt_of_Saint_James's665,government,Court_of_Saint_James's,665.0
554,government,Capital,665,governmentCapital665,government,Capital,665.0
555,government,state,665,governmentstate665,government,state,665.0
556,government,ancien_regime,665,governmentancien_regime665,government,ancien_regime,665.0
557,government,state_government,665,governmentstate_government665,government,state_government,665.0
558,government,papacy,665,governmentpapacy665,government,papacy,665.0
559,government,Soviets,665,governmentSoviets665,government,Soviets,665.0
560,government,welfare_state,665,governmentwelfare_state665,government,welfare_state,665.0
561,government,town_meeting,665,governmenttown_meeting665,government,town_meeting,665.0
562,government,local_government,665,governmentlocal_government665,government,local_government,665.0
563,government,federal_government,665,governmentfederal_government665,government,federal_government,665.0
564,government,military_government,665,governmentmilitary_government665,government,military_government,665.0
565,court,Porte,665,courtPorte665,,,
566,court,Court_of_Saint_James's,665,courtCourt_of_Saint_James's665,court,Court_of_Saint_James's,665.0
567,federal_government,United_States_government,665,federal_governmentUnited_States_government665,,,
568,federal_government,Capital,665,federal_governmentCapital665,,,
569,local_government,municipal_government,665,local_governmentmunicipal_government665,,,
570,local_government,commission_plan,665,local_governmentcommission_plan665,,,
571,local_government,town_meeting,665,local_governmenttown_meeting665,,,
572,municipal_government,commission_plan,665,municipal_governmentcommission_plan665,,,
573,state,Soviets,665,stateSoviets665,,,
574,state,welfare_state,665,statewelfare_state665,,,
575,junction,electrical_contact,666,junctionelectrical_contact666,,,
576,junction,positive_pole,666,junctionpositive_pole666,,,
577,junction,contact,666,junctioncontact666,,,
578,junction,welt,666,junctionwelt666,,,
579,junction,tee_hinge,666,junctiontee_hinge666,,,
580,junction,strap_hinge,666,junctionstrap_hinge666,,,
581,junction,knuckle_joint,666,junctionknuckle_joint666,,,
582,junction,tongue_and_groove_joint,666,junctiontongue_and_groove_joint666,,,
583,junction,negative_pole,666,junctionnegative_pole666,junction,negative_pole,666.0
584,junction,anode,666,junctionanode666,junction,anode,666.0
585,junction,seam,666,junctionseam666,,,
586,junction,spot_weld,666,junctionspot_weld666,,,
587,junction,junction_barrier,666,junctionjunction_barrier666,junction,junction_barrier,666.0
588,junction,rabbet_joint,666,junctionrabbet_joint666,,,
589,junction,fell,666,junctionfell666,,,
590,junction,butt_weld,666,junctionbutt_weld666,,,
591,junction,sound_bow,666,junctionsound_bow666,,,
592,junction,wiper,666,junctionwiper666,,,
593,junction,distributor_point,666,junctiondistributor_point666,junction,distributor_point,666.0
594,junction,p-n_junction,666,junctionp-n_junction666,junction,p-n_junction,666.0
595,junction,thermojunction,666,junctionthermojunction666,junction,thermojunction,666.0
596,junction,butt_hinge,666,junctionbutt_hinge666,,,
597,junction,splice,666,junctionsplice666,junction,splice,666.0
598,junction,butt_joint,666,junctionbutt_joint666,,,
599,junction,short_circuit,666,junctionshort_circuit666,,,
600,junction,weld,666,junctionweld666,,,
601,junction,mortise_joint,666,junctionmortise_joint666,,,
602,junction,tread,666,junctiontread666,junction,tread,666.0
603,junction,lap_joint,666,junctionlap_joint666,,,
604,junction,miter_joint,666,junctionmiter_joint666,,,
605,junction,fish_joint,666,junctionfish_joint666,,,
606,junction,terminal,666,junctionterminal666,,,
607,junction,toggle_joint,666,junctiontoggle_joint666,,,
608,junction,joint,666,junctionjoint666,,,
609,junction,scarf_joint,666,junctionscarf_joint666,,,
610,junction,hinge,666,junctionhinge666,,,
611,junction,dovetail,666,junctiondovetail666,,,
612,junction,suture,666,junctionsuture666,junction,suture,666.0
613,junction,ball-and-socket_joint,666,junctionball-and-socket_joint666,,,
614,contact,electrical_contact,666,contactelectrical_contact666,contact,electrical_contact,666.0
615,contact,positive_pole,666,contactpositive_pole666,contact,positive_pole,666.0
616,contact,negative_pole,666,contactnegative_pole666,contact,negative_pole,666.0
617,contact,anode,666,contactanode666,contact,anode,666.0
618,contact,sound_bow,666,contactsound_bow666,contact,sound_bow,666.0
619,contact,wiper,666,contactwiper666,contact,wiper,666.0
620,contact,distributor_point,666,contactdistributor_point666,contact,distributor_point,666.0
621,contact,p-n_junction,666,contactp-n_junction666,contact,p-n_junction,666.0
622,contact,short_circuit,666,contactshort_circuit666,contact,short_circuit,666.0
623,contact,tread,666,contacttread666,contact,tread,666.0
